instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,division,gradingmode,prereq,fulfills,title,iscross,description
"Aaron,Gloster B.   Naegele,Janice R.   Kirn,John    Robinson,Mike    Bodznick,David",.M..... 12:15PM-01:15PM;,SCIE92;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,BIOL510,Spring2017,None,Credit/Unsatisfactory,None,(CIS),Neurosciences Journal Club II,TRUE,Presentation and discussion of current research articles in the field of neuroscience.
"Kirn,John",.....F. 03:40PM-05:10PM;,SHAN107;,30,NA,NA,26,30,NA,NA,NA,NA,FALSE,01,BIOL557,Spring2017,None,Credit/Unsatisfactory,None,None,Advanced Research Seminars in Biology,FALSE,"This course focuses on the specific research projects of the individual graduate students in the Biology Department, and it comprises student presentations and discussion including the department faculty, graduate students and post doctoral fellows. The course offers a forum for presenting new results and exploring new ideas, as well as for providing researchers with feedback and suggestions for solving methodological problems. It also provides an opportunity for students to become familiar with the wide range of biological research taking place in the department."
"Miller,Kathleen E",.MTWRF. 09:00AM-10:40AM;,SCIE121;,19,3,3,14,NA,3,3,3,4,FALSE,01,BIOL182,Summer2017,NSM BIOL,Student Option,[MB&B181 or BIOL181],(BIOL)(E&ES)(MB&B)(NS&B)(SISP),Principles of Biology II,TRUE,"This course concerns biological principles as they apply primarily at tissue, organismic, and population levels of organization. Course topics include developmental biology, animal physiology and homeostatic control systems, endocrinology, neurophysiology and the neuronal basis of behavior. Evidence for evolution is reviewed, as are the tenets of Darwin's theory of evolution by natural selection. The nature and importance of variation among organisms and of stochastic processes in evolution are discussed, as are modern theories of speciation and macroevolution. Finally, the course addresses interactions between organisms and their environments as well as the interactions among organisms in natural communities. Each of the topics of the course is explored from a comparative viewpoint to recognize common principles as well as variations among organisms that indicate evolutionary adaptation to different environments and niches."
"Russu,Irina M.",..T.R.. 01:20PM-02:40PM;,SHAN201;,19,0,0,0,NA,4,5,6,4,FALSE,01,CHEM118,Fall2016,NSM CHEM,Graded,None,None,DNA,FALSE,"This course provides an interdisciplinary view of the DNA molecule and its impact upon medicine, law, philosophy, agriculture, ethics, politics, and society at large. The course has two parts. In the first part, we will learn the chemistry and physics of DNA and the processes by which the information stored in DNA is expressed. In the second part of the course, we will discuss what DNA has done and still can do for us, for example, treat and prevent genetic diseases, improve our food through genetic engineering, achieve criminal justice through genetic fingerprinting, understand the evolutionary origin of humans, and enrich our idea of what it is to be human. The course assumes basic knowledge of chemistry and biology at the general high school level. Independent exploration and inquiry are encouraged."
"Hicks,Latorya D.",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,SCIE150;  HALL 52;,18,0,0,5,NA,0,0,0,18,FALSE,01,CHEM141,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Introductory Chemistry I,FALSE,"This course emphasizes rigorous descriptive reasoning. While intended for students with little or no previous background in chemistry, the course is taught at a relatively high level. The topical coverage emphasizes the relationships between electronic structure, chemical reactivity, and the physical properties of the elements and their compounds."
"Hicks,Latorya D.",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,SCIE150;  HALL56;,18,0,0,6,NA,2,2,7,7,FALSE,02,CHEM141,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Introductory Chemistry I,FALSE,"This course emphasizes rigorous descriptive reasoning. While intended for students with little or no previous background in chemistry, the course is taught at a relatively high level. The topical coverage emphasizes the relationships between electronic structure, chemical reactivity, and the physical properties of the elements and their compounds."
"Hicks,Latorya D.",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,SCIE150;  HALL56;,18,0,0,0,NA,2,2,7,7,FALSE,03,CHEM141,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Introductory Chemistry I,FALSE,"This course emphasizes rigorous descriptive reasoning. While intended for students with little or no previous background in chemistry, the course is taught at a relatively high level. The topical coverage emphasizes the relationships between electronic structure, chemical reactivity, and the physical properties of the elements and their compounds."
"Hicks,Latorya D.",.M.W.F. 08:50AM-09:40AM; ..T.... 04:20PM-05:50PM;,SCIE150;  HALL56;,18,0,0,4,NA,2,2,7,7,FALSE,04,CHEM141,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Introductory Chemistry I,FALSE,"This course emphasizes rigorous descriptive reasoning. While intended for students with little or no previous background in chemistry, the course is taught at a relatively high level. The topical coverage emphasizes the relationships between electronic structure, chemical reactivity, and the physical properties of the elements and their compounds."
"Hicks,Latorya D.",.M.W.F. 08:50AM-09:40AM; ..T.... 04:20PM-05:50PM;,SCIE150;  HALL84;,18,0,0,6,NA,2,2,7,7,FALSE,05,CHEM141,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Introductory Chemistry I,FALSE,"This course emphasizes rigorous descriptive reasoning. While intended for students with little or no previous background in chemistry, the course is taught at a relatively high level. The topical coverage emphasizes the relationships between electronic structure, chemical reactivity, and the physical properties of the elements and their compounds."
"Hicks,Latorya D.",.M.W.F. 08:50AM-09:40AM; ..T.... 07:10PM-08:40PM;,SCIE150;  HALL 52;,18,0,0,0,NA,2,2,7,7,FALSE,06,CHEM141,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Introductory Chemistry I,FALSE,"This course emphasizes rigorous descriptive reasoning. While intended for students with little or no previous background in chemistry, the course is taught at a relatively high level. The topical coverage emphasizes the relationships between electronic structure, chemical reactivity, and the physical properties of the elements and their compounds."
"Hicks,Latorya D.",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,SCIE150;  SCIE141;,14,0,0,6,NA,1,1,6,6,FALSE,07,CHEM141,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Introductory Chemistry I,FALSE,"This course emphasizes rigorous descriptive reasoning. While intended for students with little or no previous background in chemistry, the course is taught at a relatively high level. The topical coverage emphasizes the relationships between electronic structure, chemical reactivity, and the physical properties of the elements and their compounds."
"Hicks,Latorya D.",.M.W.F. 08:50AM-09:40AM; ..T.... 07:10PM-08:40PM;,SCIE150;  SCIE339;,14,0,0,3,NA,1,1,6,6,FALSE,08,CHEM141,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Introductory Chemistry I,FALSE,"This course emphasizes rigorous descriptive reasoning. While intended for students with little or no previous background in chemistry, the course is taught at a relatively high level. The topical coverage emphasizes the relationships between electronic structure, chemical reactivity, and the physical properties of the elements and their compounds."
"Northrop,Brian Hale",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:10PM;,SCIE58;  SCIE137;,19,0,0,-2,NA,1,1,1,16,FALSE,01,CHEM143,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Principles of Chemistry I,FALSE,"An introduction to chemistry intended for motivated students with a solid high school chemistry background and exposure to calculus, this course will emphasize the fundamental principles of chemistry and is recommended for students interested in pursuing majors in science or mathematics. This course will cover the properties of gases, solids, liquids, and solutions; and concepts of equilibrium, thermodynamics, and kinetics. This course provides the best basic foundation for further study of chemistry and is strongly recommended for chemistry and MB&B majors. CHEM143, with CHEM144, satisfies premedical general chemistry requirements."
"Northrop,Brian Hale",.M.W.F. 08:50AM-09:40AM; .M..... 04:25PM-05:25PM;,SCIE58;  HALL84;,19,0,0,2,NA,0,0,0,19,FALSE,02,CHEM143,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Principles of Chemistry I,FALSE,"An introduction to chemistry intended for motivated students with a solid high school chemistry background and exposure to calculus, this course will emphasize the fundamental principles of chemistry and is recommended for students interested in pursuing majors in science or mathematics. This course will cover the properties of gases, solids, liquids, and solutions; and concepts of equilibrium, thermodynamics, and kinetics. This course provides the best basic foundation for further study of chemistry and is strongly recommended for chemistry and MB&B majors. CHEM143, with CHEM144, satisfies premedical general chemistry requirements."
"Northrop,Brian Hale",.M.W.F. 08:50AM-09:40AM; .M..... 04:25PM-05:25PM;,SCIE58;  SCIE137;,19,0,0,0,NA,1,1,1,16,FALSE,03,CHEM143,Fall2016,NSM CHEM,Graded,None,(BIOL)(CHEM)(E&ES)(MB&B)(NS&B)(SISP),Principles of Chemistry I,FALSE,"An introduction to chemistry intended for motivated students with a solid high school chemistry background and exposure to calculus, this course will emphasize the fundamental principles of chemistry and is recommended for students interested in pursuing majors in science or mathematics. This course will cover the properties of gases, solids, liquids, and solutions; and concepts of equilibrium, thermodynamics, and kinetics. This course provides the best basic foundation for further study of chemistry and is strongly recommended for chemistry and MB&B majors. CHEM143, with CHEM144, satisfies premedical general chemistry requirements."
